TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,113,0.3,2,128,1870,191967,1763178104316,0.8923076923076924,11111111111111111111111111111000000000000111111111111111111011111111111111111111111011110111111111111111111111111111111111110111110111111111111111111111111111111111111111111110011111111111111000110111111110010011111110111111111111111111111111111111111111111111,0.7790055248618785,1111111111111111111111111111111111111111111111101111110001110010000000000110111111111100011101111110101111011101111111101111011111000111111011011101111111111110111100000101111111111,1.0,1111111111111111111111111111111111111111111111111,8,1,40,5,0.8759398496240601,1111111111111111110001111111100000000011111111111111111111111111111111111111111111111101111111111111111111111111111110111100111111111111111111111111111111110100001111111111111111111011111111011111111111111111111111000000000000000000011111111111111111111111111111111111111111111111101111111101011111111010111111111111111111111111100100011111111111111111111111111111111111111111111111011111111111111101111111111111111111111111111111111111111111111110000001000001111111111111111111111111111111111111111111111111110111111111111111111111,0.6909090909090909,1111101101110100111101100100100110111011111001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.7734806629834254,1111111111111111111111111111111111111111111111101111001011101100000000000110111111111100011011111111001011111011111111111010111110001111111110011011111111111010111010000101111111111
